id,userId,currency,amount,vat,oldBalance,newBalance,timestamp
'01HHZPM7EQDGNBEKXVQYTJMZ3Y','a10e7ad6-a70f-4ffa-bc51-4cfe8d04ee7c','SAR',90.0,0.0,870.0,780.0,2023-12-19 00:12:27.821000+00:00
'01HHZPM8B29ZSRBHGRARSVBWKC','b9c901a6-79c0-4817-a7c3-737d53befd9b','BHD',4.0,0.0,39.999,35.999,2023-12-19 00:12:27.821000+00:00
'01HHZPM8NWZMVTFZA0ZKEZNDQQ','ba2e276d-05a7-4152-9502-d1f8a9997ccd','BHD',8.0,0.0,72.0,64.0,2023-12-19 00:12:27.821000+00:00
'01HHZPM9BB7EXKNNYR0QGQEW05','5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2','BHD',53.0,0.0,80254.136,80201.136,2023-12-19 00:12:27.821000+00:00
'01HHZPM9VZ3A41J5K5B7PE98DK','f5d66611-6d18-4c1d-8542-11e626c99c1e','QAR',120.0,0.0,800.0,680.0,2023-12-19 00:12:27.821000+00:00
'01HHZPQFX9TJ58WVWW28A04FYS','a24c9e34-d8ed-4ab7-a077-efaa0c7ea383','BHD',8.0,0.0,104.0,96.0,2023-12-19 00:12:27.821000+00:00
'01HHZPQGTGHR87ACRY52MB01QF','8a7f8c21-2221-472e-9be8-877a538f282e','BHD',9.0,0.0,10162.524,10153.524,2023-12-19 00:12:27.821000+00:00
'01HHZPQHSTKQBF9QP9F4S4N129','ebdb2053-3e0f-4979-8c0f-fc39a66007db','QAR',120.0,0.0,560.0,440.0,2023-12-19 00:12:27.821000+00:00
'01HHZPQJD8Y6BKQS9FCEWGGCMW','d4fe9151-a07d-4f55-b02b-0e5197ecc4b7','BHD',8.0,0.0,2320.745,2312.745,2023-12-19 00:12:27.821000+00:00
'01HHZPQM44WK7N7S47FM7TGMXS','e1c32b5a-a239-407f-beaf-ffa0f81c7611','BHD',7.0,0.0,9693.6,9686.6,2023-12-19 00:12:27.821000+00:00
'01HHZPQNR2R10M4FMQ1PZGFJFR','803ab6c9-5b94-46b4-8464-62796540a4ff','BHD',8.0,0.0,152.0,144.0,2023-12-19 00:12:27.821000+00:00
'01HHZPQQTC85RZXRAQ89HQ4ADG','6e44450d-f3af-4661-ab1a-4f857ee3040f','BHD',8.0,0.0,126.49,118.49,2023-12-19 00:12:27.821000+00:00
'01HHZPQS3JFTPQA1HBN13NWH4W','d06c6f87-3821-419e-83e5-6da960f789b4','BHD',8.0,0.0,27.0,19.0,2023-12-19 00:12:27.821000+00:00
'01HHZPQS2CCGFSS09YYZ8F6GBR','e3a4d046-0a40-4076-a7fb-429d35771d81','BHD',8.0,0.0,105.636,97.636,2023-12-19 00:12:27.821000+00:00
'01HHZPQTQ9JQ7YWH5ZZEPBKMY8','eefb84af-6a9b-435b-b589-5c9734648a74','BHD',4.0,0.0,474.909,470.909,2023-12-19 00:12:27.821000+00:00
'01HHZPQTX26WMF7V6BNZQYSZTW','f6749e52-c04c-4955-b695-94e3fc02488a','SAR',90.0,0.0,540.0,450.0,2023-12-19 00:12:27.821000+00:00
'01HHZPJW2S636QNHC1M4M7Y4S7','0cff33de-172f-4546-b1d3-365c6fda2b00','SAR',60.0,0.0,761.0,701.0,2023-12-19 00:12:27.821000+00:00
'01HHZPJZD73PSC4RZV40K8Q86J','29ab9cca-db34-4942-8a1e-d4f472e2462f','BHD',8.0,0.0,152.0,144.0,2023-12-19 00:12:27.821000+00:00
'01HHZPNZEFVK44VQHTMMDVGAXZ','33f0b266-7eeb-42fe-bfb0-6bdf7ecae9f7','SAR',42.0,0.0,126.0,84.0,2023-12-19 00:12:27.821000+00:00
'01HHZPP10D1PQ39KK4A0M62RK0','c6a1f70f-8d35-4e95-a4b5-e946b4c3944d','SAR',100.0,0.0,300.0,200.0,2023-12-19 00:12:27.821000+00:00
'01HHZPP18XY425Z8FFFFQ2KY11','705f6d18-f5fe-4202-beb9-bc39461813ce','BHD',8.0,0.0,880.0,872.0,2023-12-19 00:12:27.821000+00:00
'01HHZPP2T259TX1WRBY2ZMJF7G','f1a91257-52d5-4b76-b2ce-a28ed5f2e5c7','BHD',9.0,0.0,54.0,45.0,2023-12-19 00:12:27.821000+00:00
'01HHZPP3649X3WVM15740VJZN4','7f97b814-017d-430e-9779-877ec174861e','BHD',6.0,0.0,990.736,984.736,2023-12-19 00:12:27.821000+00:00
'01HHZPP4ZY8VDRQQAZC8EYDP8A','711054ac-6b25-48a2-ad87-86831cebe8b2','BHD',8.0,0.0,36.0,28.0,2023-12-19 00:12:27.821000+00:00
'01HHZPNMGZ7XV7J1FT8ZTDZN25','fccc7227-4227-4d7c-b634-2667d768b776','BHD',8.0,0.0,128.0,120.0,2023-12-19 00:12:27.821000+00:00
'01HHZPNP14XX98QX0RCHJ89R5Q','5e3ad33d-e32c-4a99-984f-8917aa66a953','SAR',90.0,0.0,339.56,249.56,2023-12-19 00:12:27.821000+00:00
'01HHZPNPF2XN9V8PNTJ817XE88','383f0a7e-4daa-4294-ae9f-cafbddbb408e','BHD',8.0,0.0,292.5,284.5,2023-12-19 00:12:27.821000+00:00
'01HHZPNQCF0VBG8P0DJAT5CQ1X','713d78ac-3f08-4da9-a641-5ef7c13561bd','BHD',8.0,0.0,96.0,88.0,2023-12-19 00:12:27.821000+00:00
'01HHZPNRQZGHNQ0E41HPAEX64X','8cfb0a41-4446-43f9-8ace-c17b9c9a9c7e','SAR',60.0,0.0,19285.0,19225.0,2023-12-19 00:12:27.821000+00:00
'01HHZPP8V0FRQ6NPP18K2RDJ6H','1306427b-7f89-48fd-8bf0-ee859c8b95d4','SAR',90.0,0.0,57389.0,57299.0,2023-12-19 00:12:27.821000+00:00
'01HHZPPA8N34NJ81BB27258HJV','a6e2e5da-e8dc-4cba-832d-054fffd5da4d','BHD',8.0,0.0,98.0,90.0,2023-12-19 00:12:27.821000+00:00
'01HJ4GGZ1S7DD5HP3VGJD0TW2P','d4f9f25d-cda7-49fc-a9fd-126b455f6c81','AED',117.0,0.0,667.0,550.0,2023-12-20 21:01:27.307000+00:00
'01HJ5TXDXC3PZHB5TD3PKP6706','4e1fe147-a223-49c1-a72e-d299f2c60dd2','BHD',1.375,0.12,252.0,253.25,2023-12-21 09:22:14.465000+00:00
'01HJ72XB2W8SYTQ8M4QM44BAF3','d06c6f87-3821-419e-83e5-6da960f789b4','BHD',8.0,0.0,19.0,11.0,2023-12-21 21:01:15.996000+00:00
'01HJ72XEC7HVCGZ8MPNG2HRHYX','daa2bf74-cf31-4552-9e85-acb48a7c3f90','BHD',9.0,0.0,432.091,423.091,2023-12-21 21:01:15.996000+00:00
'01HJ72XBZAF0XBMF7J979GBXYD','383f0a7e-4daa-4294-ae9f-cafbddbb408e','BHD',8.0,0.0,284.5,276.5,2023-12-21 21:01:15.836000+00:00
'01HJ72XBAEA6X2RCHEMAAC9SEX','2c2a8830-b2f7-4b3e-a180-7a5654eee40c','SAR',90.0,0.0,41276.39,41186.39,2023-12-21 21:01:15.836000+00:00
'01HJ72XC5PA1E9XNNCZ9PQ3E8H','fb387231-a328-4c4d-8d82-dda7943af9e7','SAR',100.0,0.0,41354.0,41254.0,2023-12-21 21:01:15.836000+00:00
'01HJ72XCHGAPY3VZ46ZBN5YWDJ','b3aab2eb-c83f-488f-9108-5fcbf7a5feba','BHD',1.8,0.0,80.2,78.4,2023-12-21 21:01:15.836000+00:00
'01HJ72XCW5PHGCZRXJCDMX4EB6','7f97b814-017d-430e-9779-877ec174861e','BHD',6.0,0.0,984.736,978.736,2023-12-21 21:01:15.836000+00:00
'01HJ72XCTBPK9786MS9YKH0XYR','be98bc1b-926c-4c56-a53c-7ccb51fdd41e','SAR',90.0,0.0,1170.0,1080.0,2023-12-21 21:01:15.836000+00:00
'01HJ72XD1RMCEZ7FRS436D0P5B','eefb84af-6a9b-435b-b589-5c9734648a74','BHD',4.0,0.0,470.909,466.909,2023-12-21 21:01:15.836000+00:00
'01HJ72XBH1PCT5WCJV4X886CX9','00b2df99-692a-45c1-b277-854a63b3a168','BHD',8.0,0.0,74.2,66.2,2023-12-21 21:01:15.836000+00:00
'01HJ72XCRM1YB9V21F6MN6C5Z4','5bc3c6b5-3049-4d37-9f04-c36bcb6de4a2','BHD',53.0,0.0,80201.136,80148.136,2023-12-21 21:01:15.836000+00:00
'01HJ72XM7YSVG7PZ9QAPGD2R11','67305f3f-628b-4997-83f9-1247a896127a','BHD',9.0,0.0,3150.0,3141.0,2023-12-21 21:01:15.836000+00:00
'01HJ72XN0W54F7BYG5KZ4TZERF','91886874-40ec-4324-87ea-10bcee9904f5','BHD',1.8,0.0,191.85,190.05,2023-12-21 21:01:15.836000+00:00
'01HJ72XR8JWEVV5QQPEHE73YH1','6e44450d-f3af-4661-ab1a-4f857ee3040f','BHD',8.0,0.0,118.49,110.49,2023-12-21 21:01:15.836000+00:00
'01HJ72XRQQDZ1GD0RE7794FPMD','711054ac-6b25-48a2-ad87-86831cebe8b2','BHD',8.0,0.0,28.0,20.0,2023-12-21 21:01:15.836000+00:00
'01HJ72XW5B0HGBWX43SCXDPG5G','f8c629ff-e140-4e26-b38c-f99d237959da','SAR',100.0,0.0,2400.0,2300.0,2023-12-21 21:01:15.836000+00:00
'01HJ6BXTMKRB8KYCSG6BJT3433','460733e0-3f51-4cb4-b870-9f1a50ffd1a9','BHD',54.0,4.91,337.273,386.364,2023-12-21 14:19:31.836000+00:00
'01HJ6BSV4QVYK2SR7K6WN8FQZV','460733e0-3f51-4cb4-b870-9f1a50ffd1a9','BHD',46.5,4.23,295.0,337.273,2023-12-21 14:19:31.836000+00:00
'01HJ60QBWXHZGRTEERXQZP9GZJ','5def4009-fdba-4a02-9555-9210152eb1f4','BHD',1000.0,0.0,0.0,1000.0,2023-12-21 11:03:50.962000+00:00
'01HJ9NA5N3NSFA0645PB4YF53R','0b99ff14-56e5-4c29-a38e-fb64a7b18e1a','SAR',90.0,0.0,180.0,90.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA5Y0PGBF9CGFCHWEQPZ5','445abd69-0816-4fba-826c-feb24281a3e5','SAR',90.0,0.0,180.0,90.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA7TWEV9MHR1YPPZYX67S','f34f13a7-5078-44f1-a6b8-b61a00ea5049','SAR',90.0,0.0,720.0,630.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAD6JQ6DNBZP9T7JR2RNN','e86bf810-ce46-40cb-b7d0-fbc8517fe1a1','SAR',90.0,0.0,1260.0,1170.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAEE70MWX05AGXNY8FB3Z','c7de1ac1-05c8-410e-a7d7-47fb25d705ba','BHD',5.0,0.0,87.0,82.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAF560B226Y64H1A6M3ZA','0cff33de-172f-4546-b1d3-365c6fda2b00','SAR',60.0,0.0,701.0,641.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAG2V6844VH6E37WSTCDD','957d2c1a-b2ba-425e-8e77-49e25444b094','BHD',6.5,0.0,32.5,26.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAGEFM5STQ1CGKKVCKBRQ','36cffa58-f615-4cb9-9e9e-38aed031080d','SAR',90.0,0.0,360.0,270.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAH63H052ZAM4FXES8Y7X','5e3ad33d-e32c-4a99-984f-8917aa66a953','SAR',90.0,0.0,249.56,159.56,2023-12-22 21:01:16.586000+00:00
'01HJ9NAHE6136ANTM1GJFKZH9K','eefb84af-6a9b-435b-b589-5c9734648a74','BHD',4.0,0.0,466.909,462.909,2023-12-22 21:01:16.586000+00:00
'01HJ9NAHN2B865PNBM6DX9DH4Z','ffdf3f81-ae2a-49ea-a0d8-0bd54889f19e','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAHXEY4QEJQEMG2WED4C4','a10fe6c3-67ff-490a-be6c-17ab2332ca1f','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAPHKNS6TM5Q9VH4SMW8X','8fd614d8-9638-4c66-8345-319280777aae','BHD',5.5,0.0,202.5,197.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAQKVYXT4T16AF2BGPTFK','fea429d5-4080-4d96-98b6-5bf8af8cc498','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAQH9NB70TZVH9ZTC32ZC','2c77a724-b701-4868-b804-c96855a3e9d8','BHD',5.0,0.0,1710.3,1705.3,2023-12-22 21:01:16.586000+00:00
'01HJ9NAYWC4F9GJGY3E0WSKR17','3e5d306b-b329-4d4b-98dd-151cf9c831fd','SAR',90.0,0.0,270.0,180.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NAZVE317RX16VHP5XY6MX','b9c901a6-79c0-4817-a7c3-737d53befd9b','BHD',4.0,0.0,35.999,31.999,2023-12-22 21:01:16.586000+00:00
'01HJ9N9J069GCCWBH6P9H0Q4B5','705f6d18-f5fe-4202-beb9-bc39461813ce','BHD',8.0,0.0,872.0,864.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9NG68R20A0GEP1AQRV9G','ffc1ae9d-3ae0-4160-94af-31a93bf4bcf4','BHD',8.0,0.0,252.0,244.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9NJB947NJY47ZT90ZTDE','afad1f0a-8d1a-4883-aa2f-9e3afc02d3b1','SAR',42.0,0.0,908.0,866.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9NZME8W5VXPHKGAZDRQ4','7c962fba-91b0-45f8-a791-697111e203aa','SAR',90.0,0.0,450.0,360.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9QPCX961D0XB8AV9S9HN','be98bc1b-926c-4c56-a53c-7ccb51fdd41e','SAR',90.0,0.0,1080.0,990.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9SDHQFAH2WBDSR1WZ3GN','d7ce460e-e3fa-41f1-9bd7-1151e0cd9e9f','SAR',90.0,0.0,1530.0,1440.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9SWVZC8QCB8AFA8DFX4D','4fc86d01-309d-4534-9db4-73bdd8aabf80','SAR',90.0,0.0,450.0,360.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9T1NT0PNF02SV13E1SN5','c6a1f70f-8d35-4e95-a4b5-e946b4c3944d','SAR',100.0,0.0,200.0,100.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9T1TK9FTE6E1JJYZ5S7R','1b7eebb3-02fc-4cd8-aabe-8d1db4d14c4e','KWD',7.5,0.0,22.5,15.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB9YA41TKE716BAX6Q5ZW','e43c3e20-d78b-4fdc-b46a-9d72e46f393a','BHD',4.0,0.0,1983.2,1979.2,2023-12-22 21:01:16.586000+00:00
'01HJ9NBCVXVP72PHZDS6R15907','af4ac79b-a55e-4367-b86d-19818ff3e944','BHD',6.5,0.0,45.5,39.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NBGDFFC8F72DPEC1AYN26','de547403-dacf-429b-bc0e-4c96c0efc7ea','BHD',8.0,0.0,5000.0,4992.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB1A4RPDDMVVKMKS1GECE','133b402d-c353-4365-a759-d84e09c4533d','BHD',6.5,0.0,9562.1,9555.6,2023-12-22 21:01:16.586000+00:00
'01HJ9NB38ZK5KR5A7PGNC619JD','f6a6021a-b34d-46ee-a05e-c6247daa6cf5','BHD',8.0,0.0,105.0,97.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB5FGGNZNXNHE8PEA0GZ2','d4f9f25d-cda7-49fc-a9fd-126b455f6c81','AED',117.0,0.0,550.0,433.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB6EPRJ64RPXM8Q9YDC0H','fb387231-a328-4c4d-8d82-dda7943af9e7','SAR',100.0,0.0,41254.0,41154.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB70VZ3H96VJPTZ6JD1YW','0842cf84-a66c-4ef8-af9d-9e806112336a','SAR',90.0,0.0,1520.0,1430.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB6Y9GQH3SDMNTEJYV91F','a10e7ad6-a70f-4ffa-bc51-4cfe8d04ee7c','SAR',90.0,0.0,780.0,690.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB850Z0P30FQT871ZSNFY','8c1ac27b-4b34-4d12-b590-9279bbe32c5d','BHD',4.0,0.0,76.2,72.2,2023-12-22 21:01:16.586000+00:00
'01HJ9NB8N371KVKA3KTEWNTA16','46176cfe-75b8-4dc3-aeba-64e9649f2840','SAR',90.0,0.0,1260.0,1170.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9VBW0K8N681X75MNMPMD','e2ba0d37-98ed-4a9f-a668-b8b97d667977','SAR',90.0,0.0,900.0,810.0,2023-12-22 21:01:16.586000+00:00
'01HJ9N9Z1BX57664B64PBCJQ20','34ba33ca-e3cd-4897-b0b0-771c0ea7407a','SAR',90.0,0.0,1810.0,1720.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA02NDH590FTRK60NCW5A','fe34a324-49e4-4375-a0a6-30db0ad725c0','BHD',9.0,0.0,115.0,106.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA0RFHY9ZKZQZ7AK4YGCV','35d743f6-af7e-4adc-b4f6-6220fe00c596','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA0QTG1G02TKX6611RRQG','e6cdbca4-1eac-44a7-b1b3-299757b86a75','BHD',8.0,0.0,192.0,184.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA17SWRNEWXS4DDN9BTCR','ebdb2053-3e0f-4979-8c0f-fc39a66007db','QAR',120.0,0.0,440.0,320.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NA1QXB9YJFG6YS35PFJ9A','6f7b9fb3-bc7f-48c0-ab23-e436b3729b55','SAR',90.0,0.0,720.0,630.0,2023-12-22 21:01:16.586000+00:00
'01HJ9NB7XSTS1G2FHZZCRDY0M5','f5d66611-6d18-4c1d-8542-11e626c99c1e','QAR',120.0,0.0,680.0,560.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NB8CKJHGFJJ0WXDTPGC4Z','d4fe9151-a07d-4f55-b02b-0e5197ecc4b7','BHD',5.0,0.0,2312.745,2307.745,2023-12-22 21:01:51.946000+00:00
'01HJ9NB8WFXE8K7PKGNCKAFB7R','eb6875d4-8663-4dc5-8838-1148a2425c13','BHD',4.0,0.0,222.364,218.364,2023-12-22 21:01:51.946000+00:00
'01HJ9NB8MZ2MQBNHPTJS42ANYE','954efdec-5815-4925-b0f6-041d83c02b01','BHD',90.0,0.0,1871.5,1781.5,2023-12-22 21:01:51.946000+00:00
'01HJ9NB907W04DYYTK3NNRB74T','63343c80-84bb-4ee2-9ce8-e26158580546','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NBADWVBZFZBZKEM0XWDRF','94e55883-fe72-4243-b801-72206e4cef0a','SAR',90.0,0.0,900.0,810.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NBBDBMNQKXJRT0N53B2K7','f6749e52-c04c-4955-b695-94e3fc02488a','SAR',90.0,0.0,450.0,360.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NBCVZ09947R4Z2K07DT10','5def4009-fdba-4a02-9555-9210152eb1f4','BHD',4.0,0.0,1000.0,996.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NB8XBZEZ0ME19CB2XWXDA','8a7f8c21-2221-472e-9be8-877a538f282e','BHD',6.0,0.0,10153.524,10147.524,2023-12-22 21:01:51.946000+00:00
'01HJ9NAW60QZHWZ2MKKRP0PR3C','476664ea-f614-4903-8897-97305d19ac48','SAR',90.0,0.0,591.0,501.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NAYMTGRXW16CQ20K9VRE4','75e32016-3c6f-475a-9c40-35e9d30eb4ed','SAR',90.0,0.0,2150.0,2060.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NA4PEBK79H3RV7XGWXWM3','8cfb0a41-4446-43f9-8ace-c17b9c9a9c7e','SAR',60.0,0.0,19225.0,19165.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NA5MCSR5ZDEMHJFRH6TDT','b587e78b-1b26-40c4-9e84-eae1f97ca15e','SAR',90.0,0.0,1800.0,1710.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NA82FMMRABAD684HXS68J','33f0b266-7eeb-42fe-bfb0-6bdf7ecae9f7','SAR',42.0,0.0,84.0,42.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NAAS1RAVQ4KSFHF788D2N','cfee18c3-4c5c-43d6-8333-459ced998886','SAR',100.0,0.0,1100.0,1000.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NACFHG4KBD9PM4ZKAXT5N','ca4da5ef-df7d-417f-8098-80c027212092','SAR',20.0,0.0,940.62,920.62,2023-12-22 21:01:51.946000+00:00
'01HJ9NACPWB5V3QS4EVMMP4P7J','04bb4389-d86e-4ffb-81f8-21c0a4c68e82','BHD',8.0,0.0,88.0,80.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NACYFFMQVMYN2E23W385F','b642cee5-b0b3-45da-9169-84372e3a5a59','BHD',8.0,0.0,160.0,152.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NAHDCSJD7HN55JQBJ14ZD','1306427b-7f89-48fd-8bf0-ee859c8b95d4','SAR',90.0,0.0,57299.0,57209.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NAHFKBJ4NNYC0AEHJN4FT','2c2a8830-b2f7-4b3e-a180-7a5654eee40c','SAR',90.0,0.0,41186.39,41096.39,2023-12-22 21:01:51.946000+00:00
'01HJ9NAHGY52ZE2Y061CGGMYDZ','b66d065b-3a4b-4871-9d0c-99701e74c8e9','SAR',90.0,0.0,25302.0,25212.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NAPAJJPX4A0MBTY41K16S','c06b6e73-2183-49c1-ba4b-78c66dab5f0d','BHD',4.0,0.0,294.6,290.6,2023-12-22 21:01:51.946000+00:00
'01HJ9NAQH2KRCTPSH1270VAKR7','f8c629ff-e140-4e26-b38c-f99d237959da','SAR',100.0,0.0,2300.0,2200.0,2023-12-22 21:01:51.946000+00:00
'01HJ9N9V9D0GPDFRJYV94YXSR9','f1a91257-52d5-4b76-b2ce-a28ed5f2e5c7','BHD',9.0,0.0,45.0,36.0,2023-12-22 21:01:51.946000+00:00
'01HJ9N9X286MC07C6S9Z5HAA82','8174e74c-75e4-4db5-bacb-3ee96027ea49','BHD',8.0,0.0,136.0,128.0,2023-12-22 21:01:51.946000+00:00
'01HJ9N9Z8JG020MFZ8H5RKGK2D','c2ea7768-6df8-4dd0-b08c-e23ece7f807b','SAR',100.0,0.0,300.0,200.0,2023-12-22 21:01:51.946000+00:00
'01HJ9NA1Z4PSWRY2JB1J7SSZ8P','67305f3f-628b-4997-83f9-1247a896127a','BHD',9.0,0.0,3141.0,3132.0,2023-12-22 21:01:51.946000+00:00
'01HJC5QG8AENY7B4PJ5ACHDFF1','d4f9f25d-cda7-49fc-a9fd-126b455f6c81','AED',117.0,0.0,433.0,316.0,2023-12-23 20:26:42.819000+00:00
'01HJC7PCT16HFQXQNRXM8JYSQ6','ebdb2053-3e0f-4979-8c0f-fc39a66007db','QAR',120.0,0.0,320.0,200.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PBEBDF35GG6Y7YSYRG2D','c6a1f70f-8d35-4e95-a4b5-e946b4c3944d','SAR',100.0,0.0,100.0,0.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PCHSYYD38QD75YVBVPRG','709c6d90-afa7-4f96-add9-be439e085a89','BHD',9.0,0.0,193.5,184.5,2023-12-23 21:01:01.926000+00:00
'01HJC7PD0TYSARD1THG61DSPR6','75e32016-3c6f-475a-9c40-35e9d30eb4ed','SAR',90.0,0.0,2060.0,1970.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PCYCEKSK0MABWD79WFYV','7d11f065-3cbc-49f4-a70a-f730f862de4d','BHD',8.0,0.0,96.0,88.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PD625V9VK0B5VMPY4PFG','f5d66611-6d18-4c1d-8542-11e626c99c1e','QAR',120.0,0.0,560.0,440.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PDECE7REDR1Q1CKAS99F','8cfb0a41-4446-43f9-8ace-c17b9c9a9c7e','SAR',60.0,0.0,19165.0,19105.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PD46PYBXZA2AE2C7NSRW','fccc7227-4227-4d7c-b634-2667d768b776','BHD',8.0,0.0,120.0,112.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PD9D26B6EBHXV9TDZTSJ','f6a6021a-b34d-46ee-a05e-c6247daa6cf5','BHD',8.0,0.0,97.0,89.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PD9MGS6RWGVD4MXG7HKJ','36cffa58-f615-4cb9-9e9e-38aed031080d','SAR',90.0,0.0,270.0,180.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PDF5178GGZTRDKCRVVFB','789e2517-7115-46a9-a260-717333a06b69','BHD',9.0,0.0,309.0,300.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PE3PEKQQB93DE9EJJSRD','112d78fc-6053-4268-9312-0524d9746f5a','BHD',8.0,0.0,80.0,72.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PE365P86SNCZHZCDMABK','1b7eebb3-02fc-4cd8-aabe-8d1db4d14c4e','KWD',7.5,0.0,15.0,7.5,2023-12-23 21:01:01.926000+00:00
'01HJC7PE65P100BXJQYFY9EE3P','80ef257d-475d-4adf-9e45-41856f41214e','BHD',7.0,0.0,160.0,153.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PEC5ND3RHFVVR1F563GM','e0576404-a8b9-4bbf-857a-a68adf9999fd','BHD',9.0,0.0,225.0,216.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PE94789W7H6KVTRB3QD1','35d6378d-dd42-42e6-8e21-1656572aca3f','BHD',9.0,0.0,291.0,282.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PEED9T9JSDT55SN4DMXV','1f977617-30ad-4677-a0ac-0e8d12ba54d0','BHD',9.0,0.0,243.0,234.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PE98VTFT1M6J7GSSZAJ8','95548cdd-9c30-4a34-8e13-6b526f0426da','BHD',8.0,0.0,377.267,369.267,2023-12-23 21:01:01.926000+00:00
'01HJC7PEENMHAP97J3M611DTN7','918122aa-3a94-4a48-8a42-ebf049fa6fb9','BHD',8.0,0.0,149.0,141.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PEK32P4ACS1SYN4EFTDH','133b402d-c353-4365-a759-d84e09c4533d','BHD',6.5,0.0,9555.6,9549.1,2023-12-23 21:01:01.926000+00:00
'01HJC7PEHG7WNWZR1VQS6AR16K','5def4009-fdba-4a02-9555-9210152eb1f4','BHD',4.0,0.0,996.0,992.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PFS4N663S12VHC33C7M2','fb387231-a328-4c4d-8d82-dda7943af9e7','SAR',100.0,0.0,41154.0,41054.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PFY9GVS41Z817AD3V86F','a1fcde9e-ddb4-4dcc-8b45-1f150a0948cd','BHD',9.0,0.0,309.0,300.0,2023-12-23 21:01:01.926000+00:00
'01HJC7PFZAACGE16RJXGEEH9QZ','582f1b94-4c13-41e6-81ec-6203bb0f2a06','BHD',9.0,0.0,297.5,288.5,2023-12-23 21:01:01.926000+00:00
